# Frequency(Hz)	Magnitude
155.111115	0.010156
155.222229	0.003583
155.333328	0.013067
155.444443	0.006925
155.555557	0.010263
155.666672	0.003602
155.777771	0.013192
155.888885	0.007025
156.000000	0.010373
156.111115	0.003621
156.222229	0.013321
156.333328	0.007130
156.444443	0.010487
156.555557	0.003642
156.666672	0.013451
156.777771	0.007236
156.888885	0.010603
157.000000	0.003662
157.111115	0.013588
157.222229	0.007347
157.333328	0.010725
157.444443	0.003685
157.555557	0.013730
157.666672	0.007462
157.777771	0.010847
157.888885	0.003706
158.000000	0.013873
158.111115	0.007580
158.222229	0.010976
158.333328	0.003729
158.444443	0.014020
158.555557	0.007702
158.666672	0.011108
158.777771	0.003752
158.888885	0.014173
159.000000	0.007828
159.111115	0.011241
159.222229	0.003775
159.333328	0.014329
159.444443	0.007960
159.555557	0.011383
159.666672	0.003800
159.777771	0.014490
159.888885	0.008096
160.000000	0.011529
160.111115	0.003825
160.222229	0.014655
160.333328	0.008237
160.444443	0.011679
160.555557	0.003851
160.666672	0.014827
160.777771	0.008384
160.888885	0.011834
161.000000	0.003877
161.111115	0.015002
161.222229	0.008535
161.333328	0.011993
161.444443	0.003906
161.555557	0.015185
161.666672	0.008692
161.777771	0.012159
161.888885	0.003935
162.000000	0.015373
162.111115	0.008855
162.222229	0.012331
162.333328	0.003964
162.444443	0.015566
162.555557	0.009025
162.666672	0.012510
162.777771	0.003995
162.888885	0.015765
163.000000	0.009203
163.111115	0.012695
163.222229	0.004026
163.333328	0.015972
163.444443	0.009387
163.555557	0.012887
163.666672	0.004058
163.777771	0.016186
163.888885	0.009580
164.000000	0.013086
164.111115	0.004092
164.222229	0.016407
164.333328	0.009780
164.444443	0.013293
164.555557	0.004127
164.666672	0.016636
164.777771	0.009989
164.888885	0.013508
165.000000	0.004163
165.111115	0.016874
165.222229	0.010208
165.333328	0.013733
165.444443	0.004201
165.555557	0.017121
165.666672	0.010437
165.777771	0.013965
165.888885	0.004240
166.000000	0.017376
166.111115	0.010676
166.222229	0.014209
166.333328	0.004281
166.444443	0.017641
166.555557	0.010927
166.666672	0.014461
166.777771	0.004322
166.888885	0.017916
167.000000	0.011193
167.111115	0.014735
167.222229	0.004369
167.333328	0.018204
167.444443	0.011466
167.555557	0.015007
167.666672	0.004414
167.777771	0.018503
167.888885	0.011757
168.000000	0.015297
168.111115	0.004462
168.222229	0.018813
168.333328	0.012062
168.444443	0.015602
168.555557	0.004513
168.666672	0.019139
168.777771	0.012385
168.888885	0.015922
169.000000	0.004565
169.111115	0.019476
169.222229	0.012723
169.333328	0.016256
169.444443	0.004622
169.555557	0.019832
169.666672	0.013083
169.777771	0.016609
169.888885	0.004680
170.000000	0.020203
170.111115	0.013462
170.222229	0.016981
170.333328	0.004743
170.444443	0.020593
170.555557	0.013864
170.666672	0.017372
170.777771	0.004806
170.888885	0.021003
171.000000	0.014294
171.111115	0.017786
171.222229	0.004874
171.333328	0.021430
171.444443	0.014750
171.555557	0.018227
171.666672	0.004949
171.777771	0.021882
171.888885	0.015233
172.000000	0.018692
172.111115	0.005026
172.222229	0.022360
172.333328	0.015751
172.444443	0.019187
172.555557	0.005109
172.666672	0.022864
172.777771	0.016305
172.888885	0.019714
173.000000	0.005196
173.111115	0.023399
173.222229	0.016898
173.333328	0.020276
173.444443	0.005290
173.555557	0.023966
173.666672	0.017538
173.777771	0.020876
173.888885	0.005390
174.000000	0.024570
174.111115	0.018226
174.222229	0.021521
174.333328	0.005497
174.444443	0.025214
174.555557	0.018972
174.666672	0.022214
174.777771	0.005612
174.888885	0.025903
175.000000	0.019781
175.111115	0.022964
175.222229	0.005737
175.333328	0.026644
175.444443	0.020660
175.555557	0.023773
175.666672	0.005871
175.777771	0.027441
175.888885	0.021623
176.000000	0.024653
176.111115	0.006017
176.222229	0.028304
176.333328	0.022679
176.444443	0.025613
176.555557	0.006175
176.666672	0.029242
176.777771	0.023844
176.888885	0.026667
177.000000	0.006345
177.111115	0.030263
177.222229	0.025132
177.333328	0.027824
177.444443	0.006535
177.555557	0.031388
177.666672	0.026571
177.777771	0.029107
177.888885	0.006741
178.000000	0.032630
178.111115	0.028185
178.222229	0.030538
178.333328	0.006967
178.444443	0.034012
178.555557	0.030009
178.666672	0.032145
178.777771	0.007217
178.888885	0.035563
179.000000	0.032090
179.111115	0.033963
179.222229	0.007494
179.333328	0.037320
179.444443	0.034484
179.555557	0.036041
179.666672	0.007801
179.777771	0.039335
179.888885	0.037272
180.000000	0.038444
180.111115	0.008144
180.222229	0.041674
180.333328	0.040560
180.444443	0.041259
180.555557	0.008527
180.666672	0.044438
180.777771	0.044504
180.888885	0.044607
181.000000	0.008956
181.111115	0.047762
181.222229	0.049331
181.333328	0.048676
181.444443	0.009446
181.555557	0.051860
181.666672	0.055377
181.777771	0.053746
181.888885	0.010000
182.000000	0.057076
182.111115	0.063195
182.222229	0.060265
182.333328	0.010629
182.444443	0.063979
182.555557	0.073740
182.666672	0.069031
182.777771	0.011355
182.888885	0.073633
183.000000	0.088796
183.111115	0.081567
183.222229	0.012191
183.333328	0.088229
183.444443	0.112188
183.555557	0.101257
183.666672	0.013168
183.777771	0.113152
183.888885	0.153849
184.000000	0.137451
184.111115	0.014313
184.222229	0.166114
184.333328	0.250168
184.444443	0.229308
184.555557	0.015673
184.666672	0.359342
184.777771	0.728558
184.888885	1.041748
185.000000	1.109662
185.111115	0.990902
185.222229	0.702802
185.333328	0.306149
185.444443	0.019288
185.555557	0.180510
185.666672	0.224199
185.777771	0.110092
185.888885	0.021741
186.000000	0.090570
186.111115	0.127503
186.222229	0.053616
186.333328	0.024835
186.444443	0.056361
186.555557	0.085426
186.666672	0.024301
186.777771	0.028839
186.888885	0.038968
187.000000	0.061936
187.111115	0.006304
187.222229	0.034192
187.333328	0.029348
187.444443	0.048047
187.555557	0.017034
187.666672	0.041668
187.777771	0.024405
187.888885	0.042222
188.000000	0.036724
188.111115	0.052768
188.222229	0.022693
188.333328	0.046837
188.444443	0.063214
188.555557	0.070846
188.666672	0.023190
188.777771	0.066870
188.888885	0.106693
189.000000	0.105212
189.111115	0.025107
189.222229	0.118079
189.333328	0.203781
189.444443	0.194976
189.555557	0.027939
189.666672	0.311041
189.777771	0.682013
189.888885	1.004986
190.000000	1.154370
190.111115	1.038803
190.222229	0.750401
190.333328	0.345772
190.444443	0.035598
190.555557	0.227673
190.666672	0.273786
190.777771	0.153139
190.888885	0.040459
191.000000	0.136750
191.111115	0.180106
191.222229	0.100824
191.333328	0.046245
191.444443	0.101258
191.555557	0.142211
191.666672	0.076579
191.777771	0.053317
191.888885	0.082119
192.000000	0.124178
192.111115	0.062684
192.222229	0.062293
192.333328	0.070033
192.444443	0.116888
192.555557	0.053743
192.666672	0.074270
192.777771	0.061651
192.888885	0.118026
193.000000	0.047560
193.111115	0.091380
193.222229	0.055465
193.333328	0.128931
193.444443	0.043075
193.555557	0.118366
193.666672	0.050703
193.777771	0.156303
193.888885	0.039708
194.000000	0.168407
194.111115	0.046920
194.222229	0.224678
194.333328	0.037124
194.444443	0.296819
194.555557	0.043842
194.666672	0.492471
194.777771	0.035106
194.888885	1.443849
195.000000	2.231713
195.111115	1.421661
195.222229	0.033518
195.333328	0.464857
195.444443	0.039158
195.555557	0.279407
195.666672	0.032261
195.777771	0.190819
195.888885	0.037348
196.000000	0.155264
196.111115	0.031272
196.222229	0.115146
196.333328	0.035804
196.444443	0.109102
196.555557	0.030502
196.666672	0.079082
196.777771	0.034483
196.888885	0.085704
197.000000	0.029915
197.111115	0.057546
197.222229	0.033349
197.333328	0.071988
197.444443	0.029485
197.555557	0.042892
197.666672	0.032380
197.777771	0.063285
197.888885	0.029195
198.000000	0.031987
198.111115	0.031552
198.222229	0.057537
198.333328	0.029026
198.444443	0.023300
198.555557	0.030857
198.666672	0.053721
198.777771	0.028973
198.888885	0.015995
199.000000	0.030278
199.111115	0.051284
199.222229	0.029030
199.333328	0.009600
199.444443	0.029811
199.555557	0.049921
199.666672	0.029188
199.777771	0.004184
199.888885	0.029448
